,id,width,npaths,length,fatness,centroid_x,centroid_y,centroid_y_pix,centroid_x_pix,img_x,img_y,N,label
0,0,12.649110640673518,1,36.14213562373095,10.873734858710339,37.86088013449655,10.067168756815704,32.76335877862596,154.26972010178116,37,9,179,0_37_9
1,1,20.591260281974,1,22.313708498984763,13.982435954749318,37.10010659913004,9.42140639308608,148.48397435897436,17.939102564102566,37,9,180,1_37_9
0,0,10.0,1,50.627416997969505,5.826882299996294,19.744306144067796,22.843447336561745,72.8542372881356,133.37966101694914,19,22,181,0_19_22
0,0,5.656854249492381,1,9.65685424949238,4.970562748477141,4.108003162202381,1.8421688988095237,73.08333333333333,19.354166666666668,4,1,182,0_4_1
1,1,4.47213595499958,1,12.82842712474619,3.4298826794692134,5.118354301948052,1.589742288961039,118.31818181818181,200.4090909090909,4,1,183,1_4_1
0,0,21.2602916254693,3,8.57842712474619,63.06517408527925,40.212816873514655,9.151381370477951,196.87245841035121,38.13678373382625,40,9,184,0_40_9
0,0,4.0,1,7.414213562373095,3.2370257206778152,21.999813988095237,21.174200148809526,13.583333333333334,179.16666666666666,21,20,185,0_21_20
1,1,8.94427190999916,1,47.970562748477136,4.481915318094227,21.170395556478404,20.083238164451828,209.08372093023254,30.53488372093023,21,20,186,1_21_20
0,0,6.0,1,68.69848480983497,3.216955957787898,10.239728102779573,5.639822034583064,109.34389140271493,42.959276018099544,10,5,187,0_10_5
0,0,5.656854249492381,1,63.01219330881972,4.538804078733267,11.481530188561438,5.966611513486514,50.78321678321678,86.29020979020979,11,5,188,0_11_5
0,0,10.0,1,56.284271247461874,7.924061023000494,22.061956978699552,23.08007437139654,30.45067264573991,190.30269058295963,21,22,189,0_21_22
0,0,4.47213595499958,1,5.82842712474619,3.603030380330008,40.43606505102041,32.880102040816325,66.28571428571429,78.14285714285714,40,32,190,0_40_32
0,0,11.313708498984761,2,19.821067811865476,14.227285970495823,35.875027703900706,22.68377184650456,101.46808510638297,156.8049645390071,35,22,191,0_35_22
0,0,8.48528137423857,3,49.270394394014346,7.976392412392459,41.573385246274086,15.858139653762269,70.22137404580153,102.75063613231552,41,15,192,0_41_15
0,0,18.439088914585774,3,18.406854249492383,23.08922503755472,10.257733718487396,12.77170430672269,85.71058823529411,46.18588235294118,10,12,193,0_10_12
1,1,4.0,1,7.242640687119285,2.209138999323174,10.043247767857142,12.550013950892858,125.4375,7.75,10,12,194,1_10_12
2,2,17.88854381999832,1,21.313708498984763,15.81142014849515,10.474231003603222,12.145205198177194,197.9792284866469,84.98219584569733,10,12,195,2_10_12
0,0,6.0,1,8.414213562373096,2.6146234388891894,6.061891233766234,39.670403814935064,103.86363636363636,11.090909090909092,6,39,196,0_6_39
1,1,18.439088914585774,1,53.38477631085022,14.85442208060402,6.853245755269321,39.57718344667627,120.5687263556116,152.9016393442623,6,39,197,1_6_39
0,0,14.142135623730951,3,53.94112549695426,14.99783314765428,10.86852154335158,2.8763850874095,66.95179233621755,155.6390605686032,10,2,198,0_10_2
0,0,18.110770276274835,1,77.35533905932732,9.734299004526244,11.705207444033391,3.1401492245304494,19.685258964143426,126.37317397078353,11,2,199,0_11_2
0,0,10.198039027185569,1,11.071067811865476,8.490599244569255,39.35868636018237,19.640435030395135,109.23404255319149,64.27659574468085,39,19,200,0_39_19
1,1,13.416407864998739,7,8.772708845387246,49.12963687682658,39.37454424925423,19.52592600265164,129.75406032482599,67.11832946635731,39,19,201,1_39_19
2,2,6.0,1,6.242640687119285,5.126035856272652,39.29575892857143,19.413992745535715,149.8125,53.0,39,19,202,2_39_19
3,3,7.211102550927978,1,4.82842712474619,11.80508652763321,39.52093123433584,19.035048558897245,217.71929824561403,93.35087719298245,39,19,203,3_39_19
0,0,18.0,1,24.55634918610405,17.67363693645438,32.93083957373272,20.479357821757734,138.09907834101384,166.80645161290323,32,20,204,0_32_20
0,0,6.0,1,92.45584412271569,2.325434395630337,7.962442898671096,19.061020556478404,213.06511627906977,172.46976744186045,7,19,205,0_7_19
0,0,10.0,1,56.7989898732233,4.894453239758359,4.052298785971223,1.455903134635149,142.3021582733813,188.57194244604315,3,1,206,0_3_1
1,1,5.656854249492381,1,34.97056274847715,2.973929837732704,3.489944625686813,1.352313701923077,160.8653846153846,87.79807692307692,3,1,207,1_3_1
0,0,6.0,1,62.14213562373094,3.154059609196167,2.6608452532798834,1.3372699526239067,163.5612244897959,118.4234693877551,2,1,208,0_2_1
1,1,15.231546211727817,1,34.65685424949238,6.405659278878481,3.001397602960103,1.3002835424710426,170.1891891891892,179.45045045045046,2,1,209,1_2_1
2,2,16.0,1,28.313708498984763,7.099034731081137,2.0751265991471217,1.1227956201137173,201.99502487562188,13.462686567164178,2,1,210,2_2_1
0,0,10.770329614269007,1,54.76955262170044,8.380568728949923,16.10174729614068,14.020597475101152,41.108932461873636,18.233115468409586,16,13,211,0_16_13
0,0,6.324555320336759,1,7.414213562373095,2.8323975055930886,27.199776785714285,39.976296768707485,49.04761904761905,215.0,26,39,212,0_26_39
0,0,6.0,1,3.414213562373095,5.85786437626905,18.883370535714285,19.207310267857142,186.85,158.3,18,19,213,0_18_19
0,0,8.246211251235321,1,7.82842712474619,5.62054155948045,34.03576501623377,19.358157467532468,159.8181818181818,6.409090909090909,34,19,214,0_34_19
0,0,10.0,1,6.242640687119285,4.48528137423857,11.560626594387756,29.280014349489797,173.82142857142858,100.46428571428571,11,29,215,0_11_29
0,0,4.47213595499958,1,24.213203435596434,3.097483577482384,14.878869047619048,27.1625,194.88,157.49333333333334,14,27,216,0_14_27
0,0,10.0,1,19.72792206135786,6.1841282432359135,11.300973360655737,14.99183987119438,46.26229508196721,53.9344262295082,11,14,217,0_11_14
1,1,11.661903789690601,13,7.992640687119285,60.555706048440385,11.245397358323494,14.847142027007084,72.19214876033058,43.97520661157025,11,14,218,1_11_14
0,0,4.47213595499958,1,9.65685424949238,2.5888347648318444,36.159598214285715,36.167633928571426,193.96,28.6,36,36,219,0_36_36
0,0,20.0,8,10.356527420689973,71.2594067511128,9.988229832075106,1.1228812790360048,201.97967479674796,177.09078590785907,9,1,220,0_9_1
0,0,4.47213595499958,1,69.74011537017756,3.8571774447483986,8.674372676579926,1.1979885820499203,188.52044609665427,120.84758364312268,8,1,221,0_8_1
0,0,10.198039027185569,1,42.04163056034261,8.087222009907439,8.573759191176471,12.949169511554622,53.90882352941176,102.81764705882352,8,12,222,0_8_12
0,0,4.0,1,12.899494936611667,2.7132845256338007,6.1704400510204085,34.76020408163265,87.77142857142857,209.74285714285713,5,34,223,0_5_34
0,0,4.47213595499958,1,38.2842712474619,3.056085337075775,33.63563606532357,38.98261981074481,47.914529914529915,113.90598290598291,33,38,224,0_33_38
1,1,4.0,1,3.8284271247461903,4.179261999419863,33.333775111607146,38.486537388392854,136.8125,59.8125,33,38,225,1_33_38
2,2,8.0,1,39.45584412271571,4.207234788430991,33.24577103055078,38.36642104130809,158.33734939759037,44.04216867469879,33,38,226,2_33_38
3,3,6.0,1,13.899494936611667,5.827549876409083,33.14777612433863,38.21288029100529,185.85185185185185,26.48148148148148,33,38,227,3_33_38
0,0,6.0,1,11.65685424949238,4.632467631852868,10.729890046296296,13.988859953703704,46.7962962962963,130.7962962962963,10,13,228,0_10_13
1,1,4.0,1,10.242640687119286,2.5384078963832546,10.60546875,13.651399381868131,107.26923076923077,108.5,10,13,229,1_10_13
2,2,5.656854249492381,1,7.414213562373095,2.5626453622032703,10.548637218045112,13.407366071428571,151.0,98.3157894736842,10,13,230,2_10_13
3,3,8.246211251235321,1,9.828427124746192,4.171572875253809,10.48916594076655,13.373611716027874,157.0487804878049,87.65853658536585,10,13,231,3_10_13
0,0,8.246211251235321,2,6.772708845387245,26.281950702964618,25.27218348715891,7.019543790128411,41.29775280898876,48.7752808988764,25,6,232,0_25_6
1,1,8.0,1,34.24264068711929,3.4167925619127475,25.12262477106227,6.525459783272283,129.83760683760684,21.974358974358974,25,6,233,1_25_6
0,0,6.0,1,160.38477631085024,2.5563523510819834,24.62856598432056,10.457371515679442,142.0390243902439,112.6390243902439,24,10,234,0_24_10
0,0,4.47213595499958,1,3.414213562373095,8.20101012677667,34.58573820153061,40.00067761479592,44.67857142857143,104.96428571428571,34,39,235,0_34_39
1,1,12.165525060596439,1,61.727922061357845,6.480049654067378,34.6744140625,39.94806082589286,54.1075,120.855,34,39,236,1_34_39
0,0,4.0,1,12.071067811865476,2.7338095116624275,11.043797348484848,5.124695616883117,22.454545454545453,7.848484848484849,11,4,237,0_11_4
0,0,8.246211251235321,1,2.414213562373095,7.041630560342616,19.51043855042017,38.27146796218487,175.35294117647058,91.47058823529412,19,38,238,0_19_38
0,0,4.47213595499958,1,174.2081528017132,3.162882971540132,4.845186106429868,33.45149241638579,143.09255898366607,151.4573502722323,4,33,239,0_4_33
0,0,10.770329614269007,1,65.01219330881972,7.3678486391723945,20.061642558902477,9.805575231136295,79.64091858037578,190.24634655532358,19,9,240,0_19_9
0,0,21.540659228538015,1,48.284271247461895,17.2105735166021,39.02957925047275,22.10482341627987,26.015643802647414,184.5006016847172,38,21,241,0_38_21
0,0,8.48528137423857,3,2.0155644370746373,43.164087637044545,38.01414973316913,8.108271756978654,204.5977011494253,181.73563218390805,37,8,242,0_37_8
1,1,7.211102550927978,3,5.299831645537221,13.396651959649756,38.12833249496982,8.080718687122737,209.53521126760563,202.19718309859155,37,8,243,1_37_8
0,0,12.0,7,4.299831645537221,33.72225053287725,12.00654248768473,12.682381465517242,101.71724137931035,180.37241379310345,11,12,244,0_11_12
0,0,6.0,1,162.84062043356596,2.548504168646959,7.399190512048193,21.08344987091222,29.84578313253012,71.53493975903615,7,20,245,0_7_20
0,0,10.770329614269007,1,85.59797974644661,8.177763097604634,17.21844706632653,3.486296237244898,136.8557142857143,39.145714285714284,17,3,246,0_17_3
0,0,6.0,1,78.59797974644663,3.486094692050751,23.868173227320124,1.6773616723149112,102.61678832116789,155.57664233576642,23,1,247,0_23_1
0,0,10.0,1,65.48528137423857,4.291040583518717,25.578490404168786,4.350311387900356,161.22419928825622,103.66548042704626,25,4,248,0_25_4
0,0,10.0,3,7.57842712474619,43.808562718232785,4.6708194384681585,16.151150360370053,17.71385542168675,120.21084337349397,4,15,249,0_4_15
0,0,6.0,1,24.07106781186548,2.783424504623486,3.1065265191897655,10.52746868336887,129.47761194029852,19.08955223880597,3,10,250,0_3_10
1,1,6.0,1,35.14213562373095,3.2439690410567286,3.0760201284461153,10.350045034461154,161.2719298245614,13.62280701754386,3,10,251,1_3_10
0,0,10.770329614269007,5,22.89949493661167,8.690147994567303,36.36922895728643,30.487734431083993,136.59798994974875,66.16582914572864,36,30,252,0_36_30
1,1,10.770329614269007,1,6.82842712474619,17.8664863476206,36.46129427693209,30.346027883489462,161.99180327868854,82.6639344262295,36,30,253,1_36_30
0,0,22.0,1,36.87005768508881,17.141280477453577,35.68276376017179,21.734567487002714,92.36550632911393,122.35126582278481,35,21,254,0_35_21
0,0,8.0,1,55.18376618407355,5.019592158244978,5.9931021144920065,0.30639585482207327,169.09386281588448,177.9638989169675,5,0,255,0_5_0
1,1,10.770329614269007,3,36.571698718610584,8.531186981512281,5.879782652243589,0.24399753891941392,180.27564102564102,157.65705128205127,5,0,256,1_5_0
2,2,5.656854249492381,1,68.0416305603426,3.777099371128092,5.6091708935519735,0.2209995136186771,184.39688715953307,109.16342412451363,5,0,257,2_5_0
3,3,5.656854249492381,1,69.91168824543139,3.618851244327276,5.894423171936759,0.11637140033879168,203.14624505928853,160.2806324110672,5,0,258,3_5_0
